request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_196,762.30,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 in full on 2024-06-03; the validated 90-date forecast preserves the EUR 500 minimum.
request_197,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes IDR 50939000 by 2026-01-21 while preserving the IDR 26245900 minimum.
request_198,185800.00,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 in full on 2026-07-07; the validated 90-date forecast preserves the INR 124300 minimum.
request_199,23674000.00,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,Use 3 payments to complete IDR 23674000 by 2024-11-08 while preserving the IDR 25359500 minimum.
request_200,21717000.00,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Pay IDR 21717000 in full on 2025-02-06; the validated 90-date forecast preserves the IDR 20114600 minimum.
request_201,23997000.00,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Pay IDR 23997000 in full on 2026-04-03; the validated 90-date forecast preserves the IDR 17304500 minimum.
request_202,123900.00,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 in full on 2024-12-05; the validated 90-date forecast preserves the INR 147800 minimum.
request_203,1184.76,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,,reduce_to:event_18663:35|reduce_to:event_18728:38,Use 3 payments to complete EUR 1442.1 by 2025-07-05 while preserving the EUR 1400 minimum.
request_204,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes EUR 588.74 by 2026-01-31 while preserving the EUR 1300 minimum.
request_205,10621000.00,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 in full on 2024-03-06; the validated 90-date forecast preserves the IDR 13994300 minimum.
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,Use 3 payments to complete EUR 1404.7 by 2025-09-28 while preserving the EUR 900 minimum.
request_207,4205.61,affordable_later,wait,2026-07-15:11830,2026-07-15,none,Wait until 2026-07-15 to pay ZAR 11830 in full while preserving the ZAR 13600 minimum.
request_208,3104179.08,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,Wait until 2024-06-15 to pay IDR 4413000 in full while preserving the IDR 10470700 minimum.
request_209,1808.74,not_affordable,not_recommended,none,,none,No eligible plan completes ZAR 56914 by 2025-11-25 while preserving the ZAR 18400 minimum.
request_210,965.41,affordable_with_plan,partial_payment,2026-04-06:965.41|2026-04-15:394.61,2026-04-15,none,Use two payments to complete USD 1360.02 by 2026-04-15 while preserving the USD 2000 minimum.
request_211,271.07,affordable_later,wait,2024-11-15:1788.6,2024-11-15,none,Wait until 2024-11-15 to pay EUR 1788.6 in full while preserving the EUR 1500 minimum.
request_212,2192828.74,not_affordable,not_recommended,none,,none,No eligible plan completes IDR 71934000 by 2025-02-28 while preserving the IDR 29579800 minimum.
request_213,2585.42,not_affordable,not_recommended,none,,none,No eligible plan completes USD 3362.4 by 2026-03-22 while preserving the USD 2100 minimum.
request_214,49734.52,affordable_with_plan,partial_payment,2024-12-04:49734.52|2024-12-15:20015.48,2024-12-15,none,Use two payments to complete INR 69750 by 2024-12-15 while preserving the INR 174900 minimum.
request_215,29986.00,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,Use 3 payments to complete ZAR 29986 by 2025-07-04 while preserving the ZAR 15700 minimum.
request_216,376.71,affordable_later,wait,2026-09-15:3332.4,2026-09-15,none,Wait until 2026-09-15 to pay USD 3332.4 in full while preserving the USD 1800 minimum.
request_217,19686.45,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,Use 3 payments to complete ZAR 37180 by 2024-05-20 while preserving the ZAR 26800 minimum.
request_218,23418874.93,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,Use 3 payments to complete IDR 61142000 by 2025-10-02 while preserving the IDR 34477200 minimum.
request_219,661.51,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,Use 3 payments to complete EUR 1673.1 by 2026-06-06 while preserving the EUR 1100 minimum.
request_220,50.71,not_affordable,not_recommended,none,,none,No eligible plan completes EUR 3118.5 by 2024-07-03 while preserving the EUR 1100 minimum.
request_221,109800.00,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 in full on 2025-11-03; the validated 90-date forecast preserves the INR 81500 minimum.
request_222,29856.58,not_affordable,not_recommended,none,,none,No eligible plan completes ZAR 34078 by 2026-03-10 while preserving the ZAR 27300 minimum.
request_223,898.70,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 in full on 2024-09-07; the validated 90-date forecast preserves the EUR 800 minimum.
request_224,8538319.65,affordable_with_plan,partial_payment,2025-02-04:8538319.65|2025-02-15:1788680.35,2025-02-15,none,Use two payments to complete IDR 10327000 by 2025-02-15 while preserving the IDR 22187600 minimum.
request_225,9380382.41,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,stop:event_20650,Use 3 payments to complete IDR 22059000 by 2026-09-18 while preserving the IDR 17670700 minimum.
request_226,157000.00,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 in full on 2024-12-03; the validated 90-date forecast preserves the INR 209400 minimum.
request_227,7699.12,not_affordable,not_recommended,none,,none,No eligible plan completes INR 259700 by 2025-06-20 while preserving the INR 62900 minimum.
request_228,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes IDR 63327000 by 2026-04-30 while preserving the IDR 26191200 minimum.
request_229,420.82,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,stop:event_21031|stop:event_21032,Use 3 payments to complete EUR 1526.8 by 2024-05-19 while preserving the EUR 1000 minimum.
request_230,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes EUR 3537.6 by 2025-10-04 while preserving the EUR 2000 minimum.
request_231,32362.43,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-15,none,Use 3 payments to complete ZAR 35706 by 2026-03-07 while preserving the ZAR 24300 minimum.
request_232,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes EUR 1970.1 by 2024-08-15 while preserving the EUR 2400 minimum.
request_233,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes IDR 6241000 by 2025-12-17 while preserving the IDR 10365700 minimum.
request_234,184.65,affordable_later,wait,2026-09-15:1213.3,2026-09-15,none,Wait until 2026-09-15 to pay EUR 1213.3 in full while preserving the EUR 700 minimum.
request_235,967.20,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 in full on 2024-09-06; the validated 90-date forecast preserves the USD 700 minimum.
request_236,5342597.54,not_affordable,not_recommended,none,,none,No eligible plan completes IDR 52383000 by 2025-02-23 while preserving the IDR 16768600 minimum.
request_237,23826000.00,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 in full on 2026-04-05; the validated 90-date forecast preserves the IDR 22431500 minimum.
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,Use 3 payments to complete USD 663.6 by 2025-02-07 while preserving the USD 700 minimum.
request_239,613.29,affordable_later,wait,2025-05-15:642,2025-05-15,none,Wait until 2025-05-15 to pay USD 642 in full while preserving the USD 600 minimum.
request_240,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes INR 101200 by 2026-03-20 while preserving the INR 52800 minimum.
request_241,21052000.00,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Use 3 payments to complete IDR 21052000 by 2024-05-18 while preserving the IDR 19252000 minimum.
request_242,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes EUR 1966.8 by 2025-08-25 while preserving the EUR 600 minimum.
request_243,17468.00,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 in full on 2026-07-07; the validated 90-date forecast preserves the ZAR 19900 minimum.
request_244,49918.00,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay ZAR 49918 in full on 2024-06-04; the validated 90-date forecast preserves the ZAR 45900 minimum.
request_245,21930.65,affordable_later,wait,2026-01-15:128500,2026-01-15,none,Wait until 2026-01-15 to pay INR 128500 in full while preserving the INR 94600 minimum.
request_246,64086.00,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,reduce_to:event_22613:609.4,Use 3 payments to complete ZAR 64086 by 2026-06-02 while preserving the ZAR 39300 minimum.
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 in full on 2024-09-05; the validated 90-date forecast preserves the EUR 1300 minimum.
request_248,265.37,not_affordable,not_recommended,none,,none,No eligible plan completes USD 1965.6 by 2025-04-28 while preserving the USD 1300 minimum.
request_249,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes USD 643.2 by 2026-03-15 while preserving the USD 600 minimum.
request_250,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes ZAR 124278 by 2025-01-18 while preserving the ZAR 35300 minimum.
request_251,58.71,not_affordable,not_recommended,none,,none,No eligible plan completes EUR 1513.6 by 2025-06-06 while preserving the EUR 1300 minimum.
request_252,3553677.74,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,Wait until 2026-09-15 to pay IDR 28082000 in full while preserving the IDR 15152200 minimum.
request_253,1383.13,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-15,none,Use 3 payments to complete EUR 2840.2 by 2024-05-22 while preserving the EUR 2300 minimum.
request_254,517.65,affordable_later,wait,2025-10-15:3535.2,2025-10-15,none,Wait until 2025-10-15 to pay USD 3535.2 in full while preserving the USD 2500 minimum.
request_255,685690.62,not_affordable,not_recommended,none,,none,No eligible plan completes IDR 3345000 by 2026-06-15 while preserving the IDR 9813900 minimum.
request_256,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes INR 218700 by 2024-08-19 while preserving the INR 168600 minimum.
request_257,356.04,affordable_later,wait,2026-01-15:1352.4,2026-01-15,none,Wait until 2026-01-15 to pay USD 1352.4 in full while preserving the USD 1600 minimum.
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay USD 1113.6 in full on 2026-01-07; the validated 90-date forecast preserves the USD 500 minimum.
request_259,219.72,affordable_later,wait,2024-11-15:935,2024-11-15,none,Wait until 2024-11-15 to pay EUR 935 in full while preserving the EUR 600 minimum.
request_260,6443035.82,not_affordable,not_recommended,none,,none,No eligible plan completes IDR 52079000 by 2025-04-18 while preserving the IDR 20727700 minimum.
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 in full on 2026-07-03; the validated 90-date forecast preserves the EUR 1500 minimum.
request_262,9236000.00,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 in full on 2024-12-05; the validated 90-date forecast preserves the IDR 31018500 minimum.
request_263,5256.59,not_affordable,not_recommended,none,,none,No eligible plan completes ZAR 51546 by 2025-06-15 while preserving the ZAR 24100 minimum.
request_264,23012.52,affordable_later,wait,2026-06-15:111300,2026-06-15,none,Wait until 2026-06-15 to pay INR 111300 in full while preserving the INR 59500 minimum.
request_265,0.00,not_affordable,not_recommended,none,,none,No eligible plan completes INR 45970 by 2024-03-21 while preserving the INR 189700 minimum.
request_266,770.18,not_affordable,not_recommended,none,2025-09-15,none,No eligible plan completes EUR 935 by 2025-10-03 while preserving the EUR 900 minimum.
request_267,1644.69,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-15,none,Use 3 payments to complete EUR 1925 by 2026-03-09 while preserving the EUR 1500 minimum.
request_268,1061.93,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,Use 3 payments to complete EUR 2426.6 by 2024-08-15 while preserving the EUR 1400 minimum.
request_269,9664.79,affordable_later,wait,2025-12-15:15490,2025-12-15,none,Wait until 2025-12-15 to pay ZAR 15490 in full while preserving the ZAR 23100 minimum.
request_270,96.77,not_affordable,not_recommended,none,,none,No eligible plan completes USD 3028.8 by 2026-08-30 while preserving the USD 1400 minimum.
request_271,13832.03,affordable_later,wait,2024-11-15:91300,2024-11-15,none,Wait until 2024-11-15 to pay INR 91300 in full while preserving the INR 58200 minimum.
request_272,5420361.49,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,Use 3 payments to complete IDR 13585000 by 2025-04-09 while preserving the IDR 7508600 minimum.
request_273,9476871.09,affordable_with_plan,partial_payment,2026-04-07:9476871.09|2026-04-15:6384128.91,2026-04-15,none,Use two payments to complete IDR 15861000 by 2026-04-15 while preserving the IDR 18774600 minimum.
request_274,2013.17,not_affordable,not_recommended,none,2025-02-15,none,No eligible plan completes EUR 2713.7 by 2025-02-11 while preserving the EUR 1800 minimum.
request_275,15884000.00,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 in full on 2025-05-06; the validated 90-date forecast preserves the IDR 12760100 minimum.
